494,MA,2102408,CAJAPIÓ,908,729
495,MA,2102507,CAJARI,662,065
496,MA,2102556,CAMPESTRE DO MARANHÃO,615,384
497,MA,2102606,CÂNDIDO MENDES,1640,756
498,MA,2102705,CANTANHEDE,773,010
499,MA,2102754,CAPINZAL DO NORTE,590,529
500,MA,2102804,CAROLINA,6441,603
501,MA,2102903,CARUTAPERA,1232,080
502,MA,2103000,CAXIAS,5196,769
503,MA,2103109,CEDRAL,283,186
504,MA,2103125,CENTRAL DO MARANHÃO,319,053
505,MA,2103158,CENTRO DO GUILHERME,1167,848
506,MA,2103174,CENTRO NOVO DO MARANHÃO,8369,793
507,MA,2103208,CHAPADINHA,3247,385
508,MA,2103257,CIDELÂNDIA,1464,034
509,MA,2103307,CODÓ,4361,344
510,MA,2103406,COELHO NETO,975,543
511,MA,2103505,COLINAS,1980,551
512,MA,2103554,CONCEIÇÃO DO LAGO-AÇU,733,228
513,MA,2103604,COROATÁ,2263,772
514,MA,2103703,CURURUPU,1093,062
515,MA,2103752,DAVINÓPOLIS,335,767
516,MA,2103802,DOM PEDRO,358,493
517,MA,2103901,DUQUE BACELAR,317,921
518,MA,2104008,ESPERANTINÓPOLIS,452,439
519,MA,2104057,ESTREITO,2718,978
520,MA,2104073,FEIRA NOVA DO MARANHÃO,1473,414
521,MA,2104081,FERNANDO FALCÃO,5086,589
522,MA,2104099,FORMOSA DA SERRA NEGRA,3690,610
523,MA,2104107,FORTALEZA DOS NOGUEIRAS,1853,994
524,MA,2104206,FORTUNA,694,997
525,MA,2104305,GODOFREDO VIANA,667,325
526,MA,2104404,GONÇALVES DIAS,883,588
527,MA,2104503,GOVERNADOR ARCHER,445,856
528,MA,2104552,GOVERNADOR EDISON LOBÃO,615,860
529,MA,2104602,GOVERNADOR EUGÊNIO BARROS,816,990
530,MA,2104628,GOVERNADOR LUIZ ROCHA,373,164
531,MA,2104651,GOVERNADOR NEWTON BELLO,1144,074
532,MA,2104677,GOVERNADOR NUNES FREIRE,1037,130
533,MA,2104701,GRAÇA ARANHA,271,445
534,MA,2104800,GRAJAÚ,8863,570
535,MA,2104909,GUIMARÃES,595,382
536,MA,2105005,HUMBERTO DE CAMPOS,2131,246
537,MA,2105104,ICATU,1448,778
538,MA,2105153,IGARAPÉ DO MEIO,368,685
539,MA,2105203,IGARAPÉ GRANDE,346,098
540,MA,2105302,IMPERATRIZ,1368,988
541,MA,2105351,ITAIPAVA DO GRAJAÚ,1238,914
542,MA,2105401,ITAPECURU MIRIM,1471,438
543,MA,2105427,ITINGA DO MARANHÃO,3581,716
544,MA,2105450,JATOBÁ,591,384
545,MA,2105476,JENIPAPO DOS VIEIRAS,1962,899
546,MA,2105500,JOÃO LISBOA,1135,211
547,MA,2105609,JOSELÂNDIA,703,513
548,MA,2105658,JUNCO DO MARANHÃO,555,088
549,MA,2105708,LAGO DA PEDRA,1240,444
550,MA,2105807,LAGO DO JUNCO,328,525
551,MA,2105906,LAGO VERDE,623,237
552,MA,2105922,LAGOA DO MATO,1512,985
553,MA,2105948,LAGO DOS RODRIGUES,220,776
